Canal,Fecha,categoria,sku,marca,descripcion,precio
Costco,04-04-2024,Lavadoras,676247,Samsung,Samsung Lavadora 22Kg,
Costco,04-04-2024,Lavadoras,663465,GE,GE Centro de lavado 20Kg / 20Kg de gas,
Costco,04-04-2024,Lavadoras,681794,LG,LG Torre de lavado eléctrica WashTower™ gris 22Kg / 22Kg,
Costco,04-04-2024,,656087,KitchenAid,"KitchenAid Campana de pared de 30"" ",
Costco,04-04-2024,,658578,KitchenAid,KitchenAid Microcampana 1.9',
Costco,04-04-2024,,658580,KitchenAid,"KitchenAid Estufa eléctrica con 5 quemadores 30""",
Costco,04-04-2024,,658638,Estufa,"Estufa profesional San-Son de 4 quemadores, plancha y horno ",
Costco,04-04-2024,,658657,Plancha,"Plancha profesional San Son de 24"", acero inoxidable ",
Costco,04-04-2024,,665116,Teka,Teka Campana de isla 107cm,
Costco,04-04-2024,,671478,Smeg,Smeg Campana 90Cm Downdraft,
Costco,04-04-2024,,682324,"Carrier,","Carrier, Aire Acondicionado Minisplit, Enfriamiento y Calefacción, 24,000 BTU, 220V, Gas R32, con Wi-Fi",
Costco,04-04-2024,,676414,LG,"LG Aire Acondicionado Portátil Inverter, LP1419IVSM, Solo Frío, 115V, 1 Tonelada, 14,000 BTU/h, WiFi",
Costco,04-04-2024,,677139,LG,"LG Aire Acondicionado ArtCool Inverter, VR122CW, Solo Frío, 220V, 1 Tonelada, 12,000 BTU/h, WiFi",
Costco,04-04-2024,,677141,LG,"LG Aire Acondicionado ArtCool Inverter, VR182CW, Solo Frío, 220V, 1.5 Toneladas, 18,000 BTU/h, Wifi",
Costco,04-04-2024,,677143,LG,"LG Aire Acondicionado ArtCool Inverter, VR242CW, Solo Frío, 220V, 2 Toneladas, 22,000 BTU/h, WiFi",
Costco,04-04-2024,,677150,LG,"LG Aire Acondicionado DualCool Inverter Tipo Ventana WiFi Solo Frío14,000 Btus VW151CE",
Costco,04-04-2024,Lavadoras,669995,LG,LG Secadora de gas 25 Kg,
Costco,04-04-2024,Lavadoras,673524,LG,LG Lavadora 22Kg con pedestal carga frontal,
Costco,04-04-2024,Lavadoras,662833,Whirlpool,Whirlpool Lavadora 20Kg top load,
Costco,04-04-2024,Lavadoras,657021,Whirlpool,Whirlpool Secadora eléctrica 23Kg,
Costco,04-04-2024,Lavadoras,660422,Maytag,Maytag Secadora de gas 22Kg con Pedestal,
Costco,04-04-2024,Lavadoras,670277,Samsung,Samsung Lavasecadora 12.5 Kg / 7 Kg,
Costco,04-04-2024,Lavadoras,670349,Samsung,Samsung Lavasecadora 12.5Kg / 7Kg,
Costco,04-04-2024,Lavadoras,657170,LG,LG Secadora de gas 25Kg,
Costco,04-04-2024,,676432,"Carrier,","Carrier, Aire Acondicionado Minisplit Inverter con Wi-Fi, 36,000 btus 220V, enfriamiento y calefacción, 17 SEER",
Costco,04-04-2024,Refrigeradores,668539,LG,LG Refrigerador 27´Duplex Instaview Door in Door con Dispensador de agua,
Costco,04-04-2024,Lavavajillas,664483,LG,LG Lavavajillas 60cm 15 servicios,
Costco,04-04-2024,,684615,"Westinghouse,","Westinghouse, Bufetera Eléctrica",
Costco,04-04-2024,,636335,Maytag,"Maytag Estufa de piso de 30"" 5 quemadores de gas",
Costco,04-04-2024,,670431,Elica,Elica Campana de pared 90cm ,
Costco,04-04-2024,,673355,Elica,Elica Campana de Isla 90cm Cignoli ,
Costco,04-04-2024,,653001,"De'Longhi,","De'Longhi, Calentador Portátil de Aceite  ",
Costco,04-04-2024,,677144,LG,"LG Aire Acondicionado ArtCool Inverter, VR242HW, Frío y Calor, 220V, 2 Toneladas, 22,000 BTU/h, WiFi",
Costco,04-04-2024,,674429,"De'Longhi,","De'Longhi, Calentador de Aceite Portátil, TRLS0715EL",
Costco,04-04-2024,,677140,LG,"LG Aire Acondicionado ArtCool Inverter, VR122HD, Frío y Calor, 220V, 1 Tonelada, 12,000 BTU/h, WiFi",
Costco,04-04-2024,,677142,LG,"LG Aire Acondicionado ArtCool Inverter, VR182HW, Frío y Calor, 220V,  1.5 Toneladas, 18,000 BTU/h, WiFi",
Costco,04-04-2024,Refrigeradores,521310,Teka,"Teka Refrigerador de 19' cuatro puertas dual cooling system, color acero inoxidable",
Costco,04-04-2024,Refrigeradores,675431,LG,LG Refrigerador 29' French Door Multi-Air Flow,
Costco,04-04-2024,Refrigeradores,656465,LG,LG Refrigerador 25' French Door Door Cooling,
Costco,04-04-2024,Refrigeradores,675388,Dace,Dace Refrigerador 7' ,
Costco,04-04-2024,Refrigeradores,659548,LG,LG Refrigerador 20' Top Mount Multi-Air Flow,
Costco,04-04-2024,Refrigeradores,625824,LG,LG Refrigerador 22' French Door con Dispensador de agua,
Costco,04-04-2024,Refrigeradores,677230,Hisense,Hisense Refrigerador 21'  cuatro puertas,
Costco,04-04-2024,Refrigeradores,657755,LG,LG Refrigerador 30' Instaview Door-in-Door,
Costco,04-04-2024,Lavavajillas,681577,Teka,Teka Lavavajillas 60cm 13 servicios,
Costco,04-04-2024,Lavavajillas,684611,Lavavajillas,Lavavajillas Smeg 60 cm Acero,
Costco,04-04-2024,Lavavajillas,677214,Maytag,Maytag Lavavajillas empotrable 14 servicios,
Costco,04-04-2024,Lavavajillas,683950,LG,LG Lavavajillas 14 Servicios LFDFD4441 Libre de empotre,
Costco,04-04-2024,Lavavajillas,684847,Smeg,Smeg Lavavajillas 13 Servicios 60 cm Acero,
Costco,04-04-2024,Lavavajillas,663155,KitchenAid,KitchenAid Lavavajillas 60cm empotrable 13 servicios,
Costco,04-04-2024,,684612,"Westinghouse,","Westinghouse, Parrilla de Inducción",
Costco,04-04-2024,,684613,"Westinghouse,","Westinghouse, Parrilla de Inducción Doble",
Costco,04-04-2024,,667548,Teka,Teka Horno a Gas Estático con Grill Eléctrico 60 Cm,
Costco,04-04-2024,,683952,Hisense,Hisense Horno de convección 60cm HGO602BS,
Costco,04-04-2024,,668927,Teka,Teka Parrilla de gas 5 quemadores,
Costco,04-04-2024,,684614,"Westinghouse,","Westinghouse, Bundle 3 Sartenes Mármol y Parrilla de Inducción",
Costco,04-04-2024,,659319,Smeg,Smeg Parrilla eléctrica 80cm,
Costco,04-04-2024,Refrigeradores,668446,LG,"LG Refrigerador 22' Duplex Door in Door, Door Cooling",
Costco,04-04-2024,Refrigeradores,674427,LG,LG Refrigerador 28' French Door Door Cooling,
Costco,04-04-2024,Refrigeradores,681751,Samsung,Samsung Refrigerador de 32´ French Door con Centro de Bebidas ,
Costco,04-04-2024,Refrigeradores,671692,LG,LG Refrigerador 27' Duplex con Dispensador de agua,
Costco,04-04-2024,Refrigeradores,681343,Samsung,Samsung Refrigerador 32´ French Door,
Costco,04-04-2024,Refrigeradores,678130,Whirlpool,Whirlpool Refrigerador 25' 7WRS25SDHM,
Costco,04-04-2024,Refrigeradores,649824,Maytag,Maytag Refrigerador 25' French Door,
Costco,04-04-2024,,656847,Smeg,Smeg Horno eléctrico 60cm,
Costco,04-04-2024,,684610,Parrilla,Parrilla Eléctrica Smeg De 90 cm,
Costco,04-04-2024,,658980,Teka,Teka Combo horno eléctrico/gas y parrilla ,
Costco,04-04-2024,,681234,Forno,"Forno Napoli, Horno de Leña  Modelo Barano, Color Negro",
Costco,04-04-2024,,681197,Forno,"Forno Napoli, Horno de Leña  Modelo Barano, Color Blanco",
Costco,04-04-2024,,675250,Whirlpool,Whirlpool Parrilla de gas 58cm,
Costco,04-04-2024,,675254,Whirlpool,Whirlpool Horno eléctrico 60cm,
Costco,04-04-2024,,673812,Bertazzoni,Bertazzoni Parrilla de Gas 90cm con 5 quemadores ,
Costco,04-04-2024,Refrigeradores,670473,Whirlpool,Whirlpool Congelador horizontal 11',
Costco,04-04-2024,Refrigeradores,670471,Whirlpool,Whirlpool Congelador horizontal 7',
Costco,04-04-2024,Refrigeradores,650998,Whirlpool,Whirlpool Refrigerador 25' Dúplex,
Costco,04-04-2024,Refrigeradores,652709,Maytag,Maytag Refrigerador 21' Top Mount,
Costco,04-04-2024,Refrigeradores,662673,Samsung,Samsung Refrigerador 22' Family Hub,
Costco,04-04-2024,Refrigeradores,522265,KitchenAid,KitchenAid Refrigerador de 20' French Door,
Costco,04-04-2024,Refrigeradores,658579,KitchenAid,KitchenAid Refrigerador French Door 27',
Costco,04-04-2024,Refrigeradores,670954,Whirlpool,Whirlpool Refrigerador 17' Bottom Mount,
Costco,04-04-2024,,677163,KitchenAid,"KitchenAid Horno Eléctrico Doble 30""",
Costco,04-04-2024,,683053,Bosch,"Bosch Horno de Vapor 30""",
Costco,04-04-2024,,596764,KitchenAid,"KitchenAid Horno de convección empotrable 30"" .",
Costco,04-04-2024,,659283,Smeg,Smeg Parrilla Teppan Yaki 30cm,
Costco,04-04-2024,,620277,Teka,Teka Parrilla de gas 5 quemadores 68cm + campana empotrable 80cm,
Costco,04-04-2024,,524201,Whirlpool,Whirlpool Parrilla de gas 5 quemadores 86cm,
Costco,04-04-2024,,509786,Smeg,Smeg Horno eléctrico 90cm,
Costco,04-04-2024,,656841,Smeg,Smeg Horno de gas 60cm,
Costco,04-04-2024,,676429,"Carrier,","Carrier, Aire Acondicionado Portatil 12,000 btus 110V,  enfriamiento, 10 SEER",
Costco,04-04-2024,,676432,"Carrier,","Carrier, Aire Acondicionado Minisplit Inverter con Wi-Fi, 36,000 btus 220V, enfriamiento y calefacción, 17 SEER",
Costco,04-04-2024,,682212,Carrier,"Carrier Aire Acondicionado Minisplit, Solo Enfriamiento, 12,000 BTU, 220V, Gas R32, con Wi-Fi",
Costco,04-04-2024,,682224,"Carrier,","Carrier, Aire Acondicionado Minisplit, Solo Enfriamiento, 24,000 BTU, 220V, Gas R32, con Wi-Fi",
Costco,04-04-2024,,682312,"Carrier,","Carrier, Aire Acondicionado Minisplit, Enfriamiento y Calefacción, 12,000 BTU, 220V, Gas R32, con Wi-Fi",
Costco,04-04-2024,,677144,LG,"LG Aire Acondicionado ArtCool Inverter, VR242HW, Frío y Calor, 220V, 2 Toneladas, 22,000 BTU/h, WiFi",
Costco,04-04-2024,,683208,"Carrier,","Carrier, Aire Acondicionado Minisplit, Solo Enfriamiento, 12,000 BTU, 110V, Gas R32, con Wi-Fi",
Costco,04-04-2024,,683209,"Carrier,","Carrier, Aire Acondicionado Minisplit, Enfriamiento y Calefacción, 12,000 BTU, 110V, Gas R32, con Wi-Fi",
Costco,04-04-2024,,682218,"Carrier,","Carrier, Aire Acondicionado Minisplit, Solo Enfriamiento, 18,000 BTU, 220V, Gas R32, con Wi-Fi",
Costco,04-04-2024,,674429,"De'Longhi,","De'Longhi, Calentador de Aceite Portátil, TRLS0715EL",
Costco,04-04-2024,,680995,"Carrier,","Carrier, Aire Acondicionado Ventana De 12,000 Bus a 110V, Sólo Frío",
Costco,04-04-2024,,677140,LG,"LG Aire Acondicionado ArtCool Inverter, VR122HD, Frío y Calor, 220V, 1 Tonelada, 12,000 BTU/h, WiFi",
Costco,04-04-2024,,677142,LG,"LG Aire Acondicionado ArtCool Inverter, VR182HW, Frío y Calor, 220V,  1.5 Toneladas, 18,000 BTU/h, WiFi",
Costco,04-04-2024,,682318,"Carrier,","Carrier, Aire Acondicionado Minisplit, Enfriamiento y Calefacción, 18,000 BTU, 220V, Gas R32, con Wi-Fi",
Costco,04-04-2024,,669602,"Carrier,","Carrier, Aire Acondicionado, Minisplit Inverter con Wi-Fi, solo enfriamiento, 18,000 BTU, 19 SEER, 220V",
Costco,04-04-2024,,682324,"Carrier,","Carrier, Aire Acondicionado Minisplit, Enfriamiento y Calefacción, 24,000 BTU, 220V, Gas R32, con Wi-Fi",
Costco,04-04-2024,,676414,LG,"LG Aire Acondicionado Portátil Inverter, LP1419IVSM, Solo Frío, 115V, 1 Tonelada, 14,000 BTU/h, WiFi",
Costco,04-04-2024,,677139,LG,"LG Aire Acondicionado ArtCool Inverter, VR122CW, Solo Frío, 220V, 1 Tonelada, 12,000 BTU/h, WiFi",
Costco,04-04-2024,,677141,LG,"LG Aire Acondicionado ArtCool Inverter, VR182CW, Solo Frío, 220V, 1.5 Toneladas, 18,000 BTU/h, Wifi",
Costco,04-04-2024,,677143,LG,"LG Aire Acondicionado ArtCool Inverter, VR242CW, Solo Frío, 220V, 2 Toneladas, 22,000 BTU/h, WiFi",
Costco,04-04-2024,,677150,LG,"LG Aire Acondicionado DualCool Inverter Tipo Ventana WiFi Solo Frío14,000 Btus VW151CE",
Costco,04-04-2024,,676144,LG,"LG Estufa de gas 5 quemadores 30""",
Costco,04-04-2024,Lavadoras,682698,Maytag,Maytag Lavadora 25 KG,
Costco,04-04-2024,,676432,"Carrier,","Carrier, Aire Acondicionado Minisplit Inverter con Wi-Fi, 36,000 btus 220V, enfriamiento y calefacción, 17 SEER",
Costco,04-04-2024,,661928,LG,LG Campana extractora y purificadora 90cm,
Costco,04-04-2024,,659788,Teka,"Teka Estufa de gas empotrable con 6 quemadores 30"", puerta reflex",
Costco,04-04-2024,Estufa,684220,LG,LG Combo Estufa De Piso a Gas Con Campana Extractora Hez3605S,
Costco,04-04-2024,,667546,Teka,Teka Campana de pared 70 Cm,
Costco,04-04-2024,,666869,Smeg,"Smeg Estufa de gas con 5 quemadores 35""",
Costco,04-04-2024,,659233,Smeg,Smeg Campana de isla 90cm,
Costco,04-04-2024,,537571,Teka,Teka campana de isla 91cm,
Costco,04-04-2024,,679567,Whirlpool,Whirlpool Campana de pared 90cm,
Costco,04-04-2024,Lavadoras,674919,LG,LG Lavasecadora 22Kg / 13Kg con pedestal,
Costco,04-04-2024,Lavadoras,652706,Whirlpool,Whirlpool centro de lavado 20kg / 10Kg de gas ,
Costco,04-04-2024,Lavadoras,674138,LG,LG Lavasecadora 22Kg / 13Kg con pedestal,
Costco,04-04-2024,Lavadoras,522129,Maytag,Maytag Secadora de gas 19Kg,
Costco,04-04-2024,Lavadoras,660426,Maytag,Maytag Lavadora 22Kg con Pedestal,
Costco,04-04-2024,Lavadoras,662455,LG,LG Lavasecadora 16Kg / 8Kg,
Costco,04-04-2024,Lavadoras,668322,Maytag,Maytag Secadora de gas 28Kg Carga Superior ,
Costco,04-04-2024,Lavadoras,674473,LG,LG Lavasecadora 22kg / 13Kg + twin wash mini 3.5Kg,
Costco,04-04-2024,,653001,"De'Longhi,","De'Longhi, Calentador Portátil de Aceite  ",
Costco,04-04-2024,,677144,LG,"LG Aire Acondicionado ArtCool Inverter, VR242HW, Frío y Calor, 220V, 2 Toneladas, 22,000 BTU/h, WiFi",
Costco,04-04-2024,,674429,"De'Longhi,","De'Longhi, Calentador de Aceite Portátil, TRLS0715EL",
Costco,04-04-2024,,677140,LG,"LG Aire Acondicionado ArtCool Inverter, VR122HD, Frío y Calor, 220V, 1 Tonelada, 12,000 BTU/h, WiFi",
Costco,04-04-2024,,677142,LG,"LG Aire Acondicionado ArtCool Inverter, VR182HW, Frío y Calor, 220V,  1.5 Toneladas, 18,000 BTU/h, WiFi",
Costco,04-04-2024,,684801,Samsung,Samsung Combo de Campana y Estufa ,
Costco,04-04-2024,,658662,Estufa,"Estufa San-Son 7 equipos en uno, color negro ",
Costco,04-04-2024,,659200,Smeg,"Smeg Estufa de gas 48""",
Costco,04-04-2024,,659256,Smeg,Smeg Campana de pared 90cm,
Costco,04-04-2024,,659795,Teka,"Teka Estufa de piso de gas con 6 quemadores 30""",
Costco,04-04-2024,,656087,KitchenAid,"KitchenAid Campana de pared de 30"" ",
Costco,04-04-2024,,658578,KitchenAid,KitchenAid Microcampana 1.9',
Costco,04-04-2024,Lavadoras,652707,Whirlpool,Whirlpool Centro de lavado 20Kg / 10Kg eléctrico,
Costco,04-04-2024,Lavadoras,668513,LG,LG Torre de lavado de gas WashTower™ gris 22Kg / 22Kg,
Costco,04-04-2024,Lavadoras,682702,Maytag,Maytag Secadora 26 KG,
Costco,04-04-2024,Lavadoras,593501,Maytag,Maytag Lavadora 20Kg,
Costco,04-04-2024,Lavadoras,676247,Samsung,Samsung Lavadora 22Kg,
Costco,04-04-2024,Lavadoras,663465,GE,GE Centro de lavado 20Kg / 20Kg de gas,
Costco,04-04-2024,Lavadoras,681794,LG,LG Torre de lavado eléctrica WashTower™ gris 22Kg / 22Kg,
Costco,04-04-2024,Lavadoras,669995,LG,LG Secadora de gas 25 Kg,
Costco,04-04-2024,,658580,KitchenAid,"KitchenAid Estufa eléctrica con 5 quemadores 30""",
Costco,04-04-2024,,658638,Estufa,"Estufa profesional San-Son de 4 quemadores, plancha y horno ",
Costco,04-04-2024,,658657,Plancha,"Plancha profesional San Son de 24"", acero inoxidable ",
Costco,04-04-2024,,665116,Teka,Teka Campana de isla 107cm,
Costco,04-04-2024,,671478,Smeg,Smeg Campana 90Cm Downdraft,
Costco,04-04-2024,,636335,Maytag,"Maytag Estufa de piso de 30"" 5 quemadores de gas",
Costco,04-04-2024,,670431,Elica,Elica Campana de pared 90cm ,
Costco,04-04-2024,,673355,Elica,Elica Campana de Isla 90cm Cignoli ,
Costco,04-04-2024,Lavadoras,673524,LG,LG Lavadora 22Kg con pedestal carga frontal,
Costco,04-04-2024,Lavadoras,662833,Whirlpool,Whirlpool Lavadora 20Kg top load,
Costco,04-04-2024,Lavadoras,657021,Whirlpool,Whirlpool Secadora eléctrica 23Kg,
Costco,04-04-2024,Lavadoras,660422,Maytag,Maytag Secadora de gas 22Kg con Pedestal,
Costco,04-04-2024,Lavadoras,670277,Samsung,Samsung Lavasecadora 12.5 Kg / 7 Kg,
Costco,04-04-2024,Lavadoras,670349,Samsung,Samsung Lavasecadora 12.5Kg / 7Kg,
Costco,04-04-2024,,684615,"Westinghouse,","Westinghouse, Bufetera Eléctrica",
Costco,04-04-2024,Lavadoras,657170,LG,LG Secadora de gas 25Kg,
Costco,04-04-2024,,684612,"Westinghouse,","Westinghouse, Parrilla de Inducción",
Costco,04-04-2024,,684613,"Westinghouse,","Westinghouse, Parrilla de Inducción Doble",
Costco,04-04-2024,,667548,Teka,Teka Horno a Gas Estático con Grill Eléctrico 60 Cm,
Costco,04-04-2024,,683952,Hisense,Hisense Horno de convección 60cm HGO602BS,
Costco,04-04-2024,,668927,Teka,Teka Parrilla de gas 5 quemadores,
Costco,04-04-2024,,684614,"Westinghouse,","Westinghouse, Bundle 3 Sartenes Mármol y Parrilla de Inducción",
Costco,04-04-2024,,659319,Smeg,Smeg Parrilla eléctrica 80cm,
